Iteration	Total_Timesteps	AverageReward	Time
10	26183	69.60896261124768	3.537630081176758
20	116783	1023.4750637495953	21.08768606185913
30	412498	1022.5689671604771	58.03388714790344
40	872486	1025.2543953499426	111.69171905517578
50	1361123	1027.250207053784	168.24185800552368
60	1853997	1029.5210968483352	224.87588095664978
70	2348840	1031.9275369498746	280.45542001724243
80	2841443	1032.3301460221721	335.4439160823822
90	3337110	1031.925309070117	390.379518032074
100	3826165	1077.7945135228513	444.04412603378296
