Iteration	Total_Timesteps	AverageReward	Time
10	21298	271.28509022821385	1.9525470733642578
20	56812	278.8856209855331	3.9949700832366943
30	100669	289.2136071880202	6.166907072067261
40	148790	299.2187175256479	8.517738819122314
50	205389	286.8002213234728	11.010940790176392
60	267893	300.7106233946735	13.623213052749634
70	330661	296.0104593740074	16.21613311767578
80	394602	302.94784340757553	18.821435689926147
90	465489	313.79209186014816	21.672722816467285
100	538510	342.3737663586991	24.633789777755737
110	616210	355.8024394923009	27.73263192176819
120	696308	361.2086206287045	30.907089710235596
130	779909	369.56944522048883	34.19849109649658
140	871715	381.0923920610689	37.76212978363037
150	969314	383.1526247628867	41.463987827301025
160	1079611	436.20151040485837	45.966261863708496
170	1217802	487.6519820176205	51.284204959869385
180	1417643	1048.8895546103427	61.41260576248169
190	1733558	1037.5208408450387	75.09718894958496
200	2055423	1036.7634562793887	89.83182191848755
210	2384286	1035.461645307672	104.71631407737732
220	2715439	1030.792441196123	120.03976106643677
230	3023009	1031.4461665182823	134.9797019958496
240	3336000	1029.2515133575491	149.96123480796814
250	3634297	1021.7251704166904	163.9325659275055
260	3935143	1022.1452775028852	177.93705010414124
