Iteration	Total_Timesteps	AverageReward	Time
10	167011	955.8428509029803	54.9383590221405
20	386902	924.4623139612074	120.95296907424927
30	647836	882.3269788056764	195.12965416908264
40	960484	860.8461602744323	280.0341441631317
50	1272509	854.8019603088802	364.911936044693
60	1588092	845.1392001647331	450.6997582912445
70	1898606	801.539558758942	535.0855150222778
80	2228925	868.5561625708286	623.8869650363922
90	2567838	780.6899274086911	714.1959931850433
100	2920009	686.0002783235236	807.2338790893555
