Iteration	Total_Timesteps	AverageReward	Time
10	29585	72.05884689513331	5.1056437492370605
20	99730	1015.9449201585053	26.27857780456543
30	372819	1016.273944681306	61.1753716468811
40	837467	1017.5282839305872	120.96453309059143
50	1326116	1019.1219619637258	176.68849182128906
60	1818200	1020.2780589126187	239.54443502426147
70	2311609	1025.0796035291662	296.548220872879
80	2807668	1026.4965018702007	360.2469599246979
90	3302652	1030.1195338180173	417.7397508621216
100	3798569	1029.109594263134	481.22857189178467
