Iteration	Total_Timesteps	AverageReward	Time
10	189936	987.4845259099801	60.04452395439148
20	417160	926.9729099679165	126.62118005752563
30	673271	878.0389474328283	199.38965511322021
40	959997	885.3028538868284	278.7495460510254
50	1239784	874.1385662250594	356.33262729644775
60	1542583	841.1745352906223	439.62270402908325
70	1856325	827.8965630302182	523.5351011753082
80	2166764	758.5810532606897	606.8409330844879
90	2466613	679.1704992624982	687.8714940547943
100	2754823	690.6450030845245	766.696897983551
110	3037823	571.3189436845261	844.4944491386414
