Iteration	Total_Timesteps	AverageReward	Time
10	29687	1005.1397523993966	12.076113939285278
20	154854	1016.9124445567828	32.82365083694458
30	533706	1022.6800134763424	77.8021879196167
40	1011238	1024.6918738443574	132.22909283638
50	1504957	1028.8525841493613	188.12547492980957
60	1999091	1033.3049391395361	244.02046179771423
70	2492814	1037.8444622874433	299.79340505599976
80	2984970	1039.0131869661668	355.3972010612488
90	3481194	1045.8451627817183	411.1870639324188
100	3973090	1052.9148697154365	466.4235978126526
