Iteration	Total_Timesteps	AverageReward	Time
10	57415	477.6218124817736	4.7659759521484375
20	268530	1048.3187228256959	19.782599210739136
30	702541	1048.4069148766876	34.92272996902466
40	1197574	1052.0361733568511	58.26051306724548
50	1688057	1052.4652180396945	75.16081190109253
60	2178913	1061.5657483503683	98.43773102760315
70	2661689	1152.6739995759128	114.76706504821777
80	3145625	1150.9902927514604	137.57469201087952
90	3630661	1154.6272596915346	154.23982691764832
