Iteration	Total_Timesteps	AverageReward	Time
10	149442	975.6935648778582	16.83662486076355
20	344582	928.3372629038313	35.67398977279663
30	587019	910.6750531348995	57.87719988822937
40	871343	939.0124694173957	82.30804085731506
50	1212517	843.6911246897666	110.21628069877625
60	1543935	816.7379878610897	136.64802885055542
70	1893434	784.9916118767288	164.38135504722595
80	2228199	775.2094054342723	191.15474200248718
90	2512653	747.0607690143763	216.04504871368408
100	2780142	692.6577325355564	239.3997929096222
