Iteration	Total_Timesteps	AverageReward	Time
10	140400	-37.21181933648626	48.33224606513977
20	310959	-33.41287564181491	88.59058690071106
30	446969	-90.895346706542	128.868665933609
40	569612	-128.69577658483684	163.56951308250427
50	679934	-69.8223340109694	188.68831706047058
60	751945	-61.53851579655597	205.01618790626526
70	808442	-87.93755018047074	218.76982402801514
80	865575	-86.69836549828906	231.59606790542603
90	923890	-75.66272401000336	244.67348313331604
100	974683	-69.00071498711135	255.97751712799072
110	1025258	-78.60628078668047	267.30707597732544
120	1077180	-77.59984950675953	278.79362988471985
130	1125723	-107.04069075703883	289.58992099761963
140	1171765	-96.06529948058557	299.7191710472107
150	1193649	-106.68603142251362	304.90074491500854
160	1213971	-76.93883347320147	309.71288299560547
170	1245183	-63.951191606528035	316.2280888557434
180	1268229	-98.59931852423047	321.2574110031128
190	1291232	-73.84756601727396	326.12594413757324
200	1311521	-117.67912789416273	330.6767349243164
210	1330522	-89.92886392284514	334.88385009765625
220	1353083	-88.81450491387494	339.6491379737854
230	1370873	-93.21726520002316	343.5647921562195
240	1385654	-94.79791363285207	347.00724697113037
250	1406896	-60.3047547651351	351.46439814567566
260	1423255	-79.44489511247326	355.21722507476807
270	1442421	-84.27925176598613	359.4712688922882
280	1457154	-71.21012084767567	362.896360874176
290	1474466	-43.398784273910586	366.55350494384766
300	1491173	-117.95301244640322	370.65914702415466
310	1506329	-62.26126892788845	373.9427840709686
320	1517105	-76.57006203269663	376.4481248855591
330	1533201	-58.01445768544458	379.86781120300293
340	1550578	-61.0444028345472	383.5529658794403
350	1564809	-56.00415655356266	386.5728440284729
360	1577926	-54.806905016051324	389.46566700935364
370	1592756	-92.41065950084756	392.92840909957886
380	1606629	-70.9798228740171	396.0968201160431
390	1623807	-50.06478888901666	399.7612690925598
400	1636995	-41.25607538817746	402.53309893608093
410	1658624	-46.86012211543739	407.0274679660797
420	1672554	-47.075385631546794	409.98143005371094
430	1694142	-50.577181420102434	414.46260499954224
440	1713621	-49.48531135846493	418.5205099582672
450	1728982	-45.81279041574769	421.75624084472656
460	1740393	-44.02612277198428	424.22609210014343
470	1754605	-50.100714457868456	427.23848819732666
480	1765843	-46.276206397120774	429.63876509666443
490	1777738	-74.07078876706052	432.39795684814453
500	1791337	-44.0189574923359	435.22601199150085
510	1801104	-44.76183673067058	437.3458020687103
520	1811476	-39.67396099467712	439.5423538684845
530	1820395	-44.35224712790191	441.5056278705597
540	1832810	-46.67264003519211	444.13424491882324
