Iteration	Total_Timesteps	AverageReward	Time
10	17977	259.24554537993123	3.723973035812378
20	50253	273.25200195949327	8.589015007019043
30	95663	298.7815902211445	14.812516212463379
40	152921	315.58646258626936	22.19202208518982
50	212785	315.6341097507258	29.87767505645752
60	277002	315.58021110035685	38.13386011123657
70	342073	317.1966322188283	46.374916076660156
80	409651	322.1996331182097	54.906368017196655
90	483509	347.622204054096	64.43898510932922
100	560945	347.21658278984506	74.3224470615387
110	643648	380.59343320695683	84.74464917182922
120	726302	372.91254179802564	94.9730772972107
130	814307	377.4204939540905	105.76863217353821
140	906173	388.7343175827989	117.29986929893494
150	1005801	393.4876692826046	129.64876103401184
160	1117031	425.1589770814782	143.6907660961151
170	1281751	652.4578767046784	165.70769023895264
180	1491482	1025.9134579362176	198.02079010009766
190	1779466	1021.1176366249606	239.58072590827942
200	2080724	1018.9919340605098	281.6960880756378
210	2386818	1018.0049620629328	324.29985094070435
220	2678523	1015.4346053174813	365.8429551124573
230	2966697	1011.6960205245633	407.21369218826294
240	3256421	1010.6601068824762	449.0907099246979
250	3524599	1009.3903837002634	488.1971549987793
260	3825398	1009.61580105741	530.9649600982666
