Iteration	Total_Timesteps	AverageReward	Time
10	19343	280.89453283840646	3.9790360927581787
20	51678	275.6257965225145	8.880603075027466
30	91036	309.3309386244811	14.697185039520264
40	142556	293.4357580609024	21.695560216903687
50	200113	295.4418579292583	29.3195219039917
60	267801	325.2167674706195	38.113131046295166
70	334192	322.78926052167566	46.63202500343323
80	414117	336.3175406023926	56.61975812911987
90	537659	1049.4133962203505	79.58127617835999
100	745990	1036.7979889890578	112.49780297279358
110	1000578	1035.5805007396798	150.0971920490265
120	1239761	1033.9589666035433	186.3603971004486
130	1492823	1033.0434329634818	223.67594408988953
140	1746784	1030.6194755353408	261.49439907073975
150	1978744	1027.3943223848132	296.94361996650696
160	2208601	1026.7776869915422	332.8658390045166
170	2470216	1025.626785287902	371.8377809524536
180	2763417	1023.49124806527	414.2755000591278
190	3027369	1023.2325153018861	452.99997091293335
200	3295002	1022.1769437517235	492.3757071495056
210	3598391	1022.2684016993209	535.8971149921417
220	3870095	1019.6758891867725	575.9511561393738
