Iteration	Total_Timesteps	AverageReward	Time
10	20776	76.99404088531867	1.7783710956573486
20	42618	96.48675561963462	3.0731680393218994
30	69789	114.37079234972681	4.680469989776611
40	96599	104.76534628732561	6.141545295715332
50	124376	113.60475735093105	7.597527980804443
60	152570	101.39070997422233	9.05043911933899
70	187869	119.08377661788587	10.869427919387817
80	281730	1020.9350061744793	17.4667329788208
90	450772	1020.7939144795107	26.5031840801239
100	668054	1021.9748449972778	37.24214005470276
110	941562	1022.6717667110763	49.191359996795654
120	1261688	1022.7827373735281	63.00578808784485
130	1628250	1022.7015392172237	77.12875199317932
140	1983534	1022.7361149479284	90.82499408721924
150	2349283	1022.7024366456384	105.28154802322388
160	2746023	1022.3870284519339	120.40931820869446
170	3142488	1022.2251773528187	135.63188290596008
180	3542343	1022.1567271319482	150.60356903076172
190	3932221	1022.0535284050492	165.56556797027588
