Iteration	Total_Timesteps	AverageReward	Time
10	26623	74.48654384543762	2.113152027130127
20	87677	1011.1902322873545	6.988749027252197
30	363403	1017.5605473793198	17.67506980895996
40	829247	1021.3053758587675	33.22230291366577
50	1317161	1023.8198345408642	49.48564100265503
60	1805449	1027.4824939206037	65.95940494537354
70	2296535	1029.7095858194398	82.39767813682556
80	2790892	1031.1873074805942	98.8785011768341
90	3287951	1042.3575759431953	115.01080799102783
100	3781124	1068.8526920099562	131.0551199913025
