Iteration	Total_Timesteps	AverageReward	Time
10	20959	27.856069660335926	3.4648382663726807
20	47113	53.260484083377115	5.229487180709839
30	83515	100.32937709266935	6.897669076919556
40	141912	349.88408474338786	10.509830236434937
50	227824	436.61354553752824	13.380162000656128
60	349926	748.4167773582501	19.371454000473022
70	504463	1079.5503803733163	24.34271216392517
80	685712	844.8835143414951	32.15424418449402
90	920649	1081.5167338054503	39.33594012260437
100	1234596	1626.377545962051	55.57445311546326
110	1607142	1491.1976422635908	66.98847222328186
120	2018225	1535.4724858997363	85.17334032058716
130	2445463	1512.9375261104465	97.83325815200806
