Iteration	Total_Timesteps	AverageReward	Time
10	20145	264.5067877422732	3.9161601066589355
20	51582	251.59491636010935	8.537988901138306
30	100262	280.72023800823155	15.032962799072266
40	156576	265.34843250971176	22.430031776428223
50	223752	318.1680918200177	30.889469861984253
60	287940	307.22131166355814	38.98968195915222
70	352405	325.31555154594486	47.044864654541016
80	419073	336.69626281795286	55.40979790687561
90	494603	350.98111058013944	64.70523881912231
100	574426	350.91373096067247	74.48171782493591
110	667073	367.85116850942	85.86988496780396
120	790966	520.4251081458641	102.32177376747131
130	984656	1035.2958953494372	133.8949909210205
140	1197115	1028.601381039814	167.85076093673706
150	1421399	1024.0361180646826	203.25819396972656
160	1661962	1021.1851889384764	240.74187088012695
170	1902748	1022.0047275212141	278.2462708950043
180	2165767	1015.9735422570893	318.28468108177185
190	2397089	1013.8838325920094	354.61565494537354
200	2643416	1010.8238937875944	393.14677000045776
210	2876867	1010.9960597601151	430.0630888938904
220	3086529	1008.9408422908621	464.60535883903503
230	3290977	1006.2162789594169	498.1773519515991
240	3484256	1008.1238845759276	530.9012160301208
250	3687414	1006.4795723270923	1535.6385869979858
260	3886427	1002.7076990706023	2390.8247077465057
