Iteration	Total_Timesteps	AverageReward	Time
10	23789	55.071425146928085	3.228090286254883
20	58324	118.00916800622866	5.79665207862854
30	108742	327.8886643070466	7.995845317840576
40	199198	458.24007413938796	12.681603193283081
50	317010	536.448777151923	16.493357181549072
60	467126	776.3367451803282	24.066810131072998
70	702904	1491.5284990992368	32.002630949020386
80	1033629	1310.9348138086812	48.120896100997925
90	1413665	1292.1898675507798	59.56732797622681
100	1845908	1512.2182388877636	78.6698260307312
110	2297556	1578.5399684883282	91.71439218521118
120	2751400	1513.9864613410493	111.43976020812988
130	3205071	1510.6810127019046	124.19270515441895
140	3658847	1493.9028347707863	143.4935281276703
